DEPT    .M	DEN     .g/cm3
1050.72	2.316
1050.77	2.329
1050.82	2.344
1050.87	2.335
1050.92	2.344
1050.97	2.328
1051.02	2.316
1051.07	2.319
1051.12	2.331
1051.17	2.341
1051.22	2.345
1051.27	2.338
1051.32	2.339
1051.37	2.35
1051.42	2.369
1051.47	2.387
1051.52	2.394
1051.57	2.392
1051.62	2.383
1051.67	2.374
1051.72	2.364
1051.77	2.353
1051.82	2.337
1051.87	2.321
1051.92	2.293
1051.97	2.269
1052.02	2.24
1052.07	2.21
1052.12	2.184
1052.17	2.165
1052.22	2.151
1052.27	2.14
1052.32	2.135
1052.37	2.133
1052.42	2.13
1052.47	2.134
1052.52	2.148
1052.57	2.163
1052.62	2.173
1052.67	2.169
1052.72	2.16
1052.77	2.14
1052.82	2.118
1052.87	2.096
1052.92	2.08
1052.97	2.072
1053.02	2.071
1053.07	2.076
1053.12	2.079
1053.17	2.085
1053.22	2.096
1053.27	2.108
1053.32	2.129
1053.37	2.151
1053.42	2.178
1053.47	2.217
1053.52	2.247
1053.57	2.278
1053.62	2.304
1053.67	2.306
1053.72	2.314
1053.77	2.309
1053.82	2.307
1053.87	2.288
1053.92	2.271
1053.97	2.26
1054.02	2.246
1054.07	2.236
1054.12	2.222
1054.17	2.208
1054.22	2.19
1054.27	2.177
1054.32	2.175
1054.37	2.178
1054.42	2.194
1054.47	2.223
1054.52	2.25
1054.57	2.266
1054.62	2.269
1054.67	2.258
1054.72	2.242
1054.77	2.223
1054.82	2.213
1054.87	2.208
1054.92	2.205
1054.97	2.201
1055.02	2.195
1055.07	2.198
1055.12	2.196
1055.17	2.198
1055.22	2.205
1055.27	2.22
1055.32	2.235
1055.37	2.244
1055.42	2.243
1055.47	2.238
1055.52	2.224
1055.57	2.221
1055.62	2.223
1055.67	2.229
1055.72	2.24
1055.77	2.249
1055.82	2.26
1055.87	2.276
1055.92	2.283
1055.97	2.317
1056.02	2.346
1056.07	2.358
1056.12	2.352
1056.17	2.34
1056.22	2.354
1056.27	2.368
1056.32	2.398
1056.37	2.434
1056.42	2.465
1056.47	2.459
1056.52	2.456
1056.57	2.438
1056.62	2.412
1056.67	2.382
1056.72	2.357
1056.77	2.317
1056.82	2.289
1056.87	2.271
1056.92	2.266
1056.97	2.275
1057.02	2.289
1057.07	2.314
1057.12	2.329
1057.17	2.34
1057.22	2.334
1057.27	2.312
1057.32	2.278
1057.37	2.233
1057.42	2.192
1057.47	2.15
1057.52	2.118
1057.57	2.088
1057.62	2.059
1057.67	2.039
1057.72	2.032
1057.77	2.047
1057.82	2.075
1057.87	2.12
1057.92	2.172
1057.97	2.207
1058.02	2.226
1058.07	2.223
1058.12	2.212
1058.17	2.203
1058.22	2.209
1058.27	2.232
1058.32	2.263
1058.37	2.298
1058.42	2.321
1058.47	2.336
1058.52	2.338
1058.57	2.336
1058.62	2.34
1058.67	2.351
1058.72	2.357
1058.77	2.361
1058.82	2.356
1058.87	2.35
1058.92	2.344
1058.97	2.341
1059.02	2.338
1059.07	2.335
1059.12	2.333
1059.17	2.321
1059.22	2.329
1059.27	2.335
1059.32	2.331
1059.37	2.32
1059.42	2.292
1059.47	2.299
1059.52	2.299
1059.57	2.301
1059.62	2.302
1059.67	2.302
1059.72	2.291
1059.77	2.274
1059.82	2.252
1059.87	2.229
1059.92	2.215
1059.97	2.208
1060.02	2.202
1060.07	2.2
1060.12	2.2
1060.17	2.198
1060.22	2.183
1060.27	2.192
1060.32	2.209
1060.37	2.224
1060.42	2.242
1060.47	2.257
1060.52	2.278
1060.57	2.292
1060.62	2.31
1060.67	2.318
1060.72	2.323
1060.77	2.32
1060.82	2.322
1060.87	2.328
1060.92	2.344
1060.97	2.357
1061.02	2.358
1061.07	2.351
1061.12	2.334
1061.17	2.331
1061.22	2.303
1061.27	2.272
1061.32	2.231
1061.37	2.191
1061.42	2.156
1061.47	2.134
1061.52	2.115
1061.57	2.103
1061.62	2.092
1061.67	2.09
1061.72	2.093
1061.77	2.105
1061.82	2.123
1061.87	2.143
1061.92	2.164
1061.97	2.188
1062.02	2.215
1062.07	2.23
1062.12	2.27
1062.17	2.309
1062.22	2.336
1062.27	2.357
1062.32	2.366
1062.37	2.37
1062.42	2.358
1062.47	2.355
1062.52	2.367
1062.57	2.358
1062.62	2.356
1062.67	2.344
1062.72	2.324
1062.77	2.284
1062.82	2.243
1062.87	2.21
1062.92	2.184
1062.97	2.174
1063.02	2.172
1063.07	2.174
1063.12	2.171
1063.17	2.153
1063.22	2.131
1063.27	2.116
1063.32	2.108
1063.37	2.123
1063.42	2.159
1063.47	2.207
1063.52	2.264
1063.57	2.308
1063.62	2.36
1063.67	2.391
1063.72	2.405
1063.77	2.405
1063.82	2.392
1063.87	2.374
1063.92	2.354
1063.97	2.352
1064.02	2.326
1064.07	2.318
1064.12	2.316
1064.17	2.311
1064.22	2.307
1064.27	2.299
1064.32	2.28
1064.37	2.271
1064.42	2.255
1064.47	2.249
1064.52	2.245
1064.57	2.253
1064.62	2.252
1064.67	2.244
1064.72	2.223
1064.77	2.194
1064.82	2.176
1064.87	2.178
1064.92	2.202
1064.97	2.227
1065.02	2.232
1065.07	2.228
1065.12	2.22
1065.17	2.219
1065.22	2.228
1065.27	2.249
1065.32	2.265
1065.37	2.278
1065.42	2.278
1065.47	2.306
1065.52	2.326
1065.57	2.35
1065.62	2.361
1065.67	2.381
1065.72	2.387
1065.77	2.379
1065.82	2.354
1065.87	2.326
1065.92	2.302
1065.97	2.293
1066.02	2.296
1066.07	2.307
1066.12	2.331
1066.17	2.329
1066.22	2.327
1066.27	2.328
1066.32	2.335
1066.37	2.333
1066.42	2.341
1066.47	2.345
1066.52	2.343
1066.57	2.342
1066.62	2.331
1066.67	2.324
1066.72	2.313
1066.77	2.299
1066.82	2.288
1066.87	2.293
1066.92	2.29
1066.97	2.296
1067.02	2.297
1067.07	2.303
1067.12	2.301
1067.17	2.301
1067.22	2.299
1067.27	2.291
1067.32	2.283
1067.37	2.278
1067.42	2.282
1067.47	2.295
1067.52	2.309
1067.57	2.32
1067.62	2.324
1067.67	2.321
1067.72	2.322
1067.77	2.32
1067.82	2.32
1067.87	2.322
1067.92	2.325
1067.97	2.328
1068.02	2.329
1068.07	2.335
1068.12	2.339
1068.17	2.343
1068.22	2.349
1068.27	2.355
1068.32	2.358
1068.37	2.365
1068.42	2.372
1068.47	2.38
1068.52	2.386
1068.57	2.378
1068.62	2.376
1068.67	2.369
1068.72	2.37
1068.77	2.36
1068.82	2.349
1068.87	2.347
1068.92	2.346
1068.97	2.342
1069.02	2.338
1069.07	2.338
1069.12	2.338
1069.17	2.333
1069.22	2.327
1069.27	2.329
1069.32	2.335
1069.37	2.348
1069.42	2.363
1069.47	2.375
1069.52	2.379
1069.57	2.37
1069.62	2.366
1069.67	2.366
1069.72	2.368
1069.77	2.372
1069.82	2.367
1069.87	2.356
1069.92	2.34
1069.97	2.328
1070.02	2.304
1070.07	2.297
1070.12	2.289
1070.17	2.279
1070.22	2.273
1070.27	2.27
1070.32	2.268
1070.37	2.26
1070.42	2.236
1070.47	2.229
1070.52	2.207
1070.57	2.2
1070.62	2.206
1070.67	2.229
1070.72	2.249
1070.77	2.268
1070.82	2.277
1070.87	2.28
1070.92	2.277
1070.97	2.274
1071.02	2.259
1071.07	2.246
1071.12	2.229
1071.17	2.217
1071.22	2.213
1071.27	2.221
1071.32	2.244
1071.37	2.267
1071.42	2.285
1071.47	2.294
1071.52	2.289
1071.57	2.274
1071.62	2.263
1071.67	2.25
1071.72	2.236
1071.77	2.222
1071.82	2.199
1071.87	2.179
1071.92	2.167
1071.97	2.173
1072.02	2.193
1072.07	2.22
1072.12	2.243
1072.17	2.254
1072.22	2.253
1072.27	2.239
1072.32	2.222
1072.37	2.208
1072.42	2.209
1072.47	2.225
1072.52	2.248
1072.57	2.277
1072.62	2.293
1072.67	2.303
1072.72	2.31
1072.77	2.315
1072.82	2.313
1072.87	2.299
1072.92	2.268
1072.97	2.228
1073.02	2.189
1073.07	2.161
1073.12	2.151
1073.17	2.152
1073.22	2.156
1073.27	2.152
1073.32	2.141
1073.37	2.126
1073.42	2.114
1073.47	2.116
1073.52	2.129
1073.57	2.15
1073.62	2.182
1073.67	2.219
1073.72	2.244
1073.77	2.271
1073.82	2.293
1073.87	2.301
1073.92	2.307
1073.97	2.314
1074.02	2.316
1074.07	2.316
1074.12	2.301
1074.17	2.305
1074.22	2.295
1074.27	2.28
1074.32	2.264
1074.37	2.25
1074.42	2.239
1074.47	2.235
1074.52	2.236
1074.57	2.245
1074.62	2.264
1074.67	2.298
1074.72	2.337
1074.77	2.378
1074.82	2.412
1074.87	2.447
1074.92	2.459
1074.97	2.457
1075.02	2.43
1075.07	2.381
1075.12	2.34
1075.17	2.289
1075.22	2.248
1075.27	2.216
1075.32	2.197
1075.37	2.19
1075.42	2.198
1075.47	2.222
1075.52	2.256
1075.57	2.283
1075.62	2.289
1075.67	2.305
1075.72	2.321
1075.77	2.331
1075.82	2.333
1075.87	2.342
1075.92	2.333
1075.97	2.329
1076.02	2.325
1076.07	2.325
1076.12	2.329
1076.17	2.328
1076.22	2.329
1076.27	2.325
1076.32	2.317
1076.37	2.31
1076.42	2.302
1076.47	2.294
1076.52	2.3
1076.57	2.318
1076.62	2.352
1076.67	2.392
1076.72	2.413
1076.77	2.402
1076.82	2.402
1076.87	2.373
1076.92	2.358
1076.97	2.352
1077.02	2.352
1077.07	2.333
1077.12	2.336
1077.17	2.316
1077.22	2.293
1077.27	2.272
1077.32	2.265
1077.37	2.266
1077.42	2.28
1077.47	2.298
1077.52	2.307
1077.57	2.302
1077.62	2.286
1077.67	2.265
1077.72	2.24
1077.77	2.22
1077.82	2.205
1077.87	2.191
1077.92	2.185
1077.97	2.184
1078.02	2.191
1078.07	2.207
1078.12	2.228
1078.17	2.259
1078.22	2.282
1078.27	2.332
1078.32	2.388
1078.37	2.434
1078.42	2.478
1078.47	2.511
1078.52	2.534
1078.57	2.522
1078.62	2.496
1078.67	2.45
1078.72	2.402
1078.77	2.383
1078.82	2.362
1078.87	2.354
1078.92	2.348
1078.97	2.349
1079.02	2.351
1079.07	2.352
1079.12	2.359
1079.17	2.365
1079.22	2.371
1079.27	2.376
1079.32	2.37
1079.37	2.357
1079.42	2.333
1079.47	2.307
1079.52	2.284
1079.57	2.264
1079.62	2.25
1079.67	2.232
1079.72	2.211
1079.77	2.195
1079.82	2.18
1079.87	2.168
1079.92	2.169
1079.97	2.177
1080.02	2.195
1080.07	2.208
1080.12	2.225
1080.17	2.234
1080.22	2.235
1080.27	2.232
1080.32	2.225
1080.37	2.221
1080.42	2.223
1080.47	2.226
1080.52	2.23
1080.57	2.225
1080.62	2.223
1080.67	2.217
1080.72	2.214
1080.77	2.213
1080.82	2.217
1080.87	2.229
1080.92	2.245
1080.97	2.246
1081.02	2.265
1081.07	2.28
1081.12	2.306
1081.17	2.344
1081.22	2.365
1081.27	2.381
1081.32	2.383
1081.37	2.387
1081.42	2.392
1081.47	2.398
1081.52	2.4
1081.57	2.406
1081.62	2.4
1081.67	2.391
1081.72	2.376
1081.77	2.358
1081.82	2.347
1081.87	2.337
1081.92	2.317
1081.97	2.313
1082.02	2.308
1082.07	2.298
1082.12	2.306
1082.17	2.301
1082.22	2.294
1082.27	2.298
1082.32	2.301
1082.37	2.311
1082.42	2.313
1082.47	2.319
1082.52	2.323
1082.57	2.336
1082.62	2.349
1082.67	2.363
1082.72	2.359
1082.77	2.368
1082.82	2.374
1082.87	2.378
1082.92	2.374
1082.97	2.363
1083.02	2.349
1083.07	2.354
1083.12	2.341
1083.17	2.347
1083.22	2.353
1083.27	2.352
1083.32	2.359
1083.37	2.344
1083.42	2.327
1083.47	2.317
1083.52	2.319
1083.57	2.325
1083.62	2.336
1083.67	2.34
1083.72	2.344
1083.77	2.338
1083.82	2.337
1083.87	2.34
1083.92	2.344
1083.97	2.344
1084.02	2.339
1084.07	2.324
1084.12	2.309
1084.17	2.298
1084.22	2.287
1084.27	2.279
1084.32	2.279
1084.37	2.279
1084.42	2.284
1084.47	2.289
1084.52	2.296
1084.57	2.296
1084.62	2.296
1084.67	2.299
1084.72	2.305
1084.77	2.318
1084.82	2.327
1084.87	2.323
1084.92	2.313
1084.97	2.295
1085.02	2.288
1085.07	2.291
1085.12	2.311
1085.17	2.32
1085.22	2.324
1085.27	2.313
1085.32	2.301
1085.37	2.293
1085.42	2.286
1085.47	2.288
1085.52	2.29
1085.57	2.3
1085.62	2.316
1085.67	2.337
1085.72	2.362
1085.77	2.385
1085.82	2.412
1085.87	2.439
1085.92	2.446
1085.97	2.462
1086.02	2.468
1086.07	2.456
1086.12	2.425
1086.17	2.4
1086.22	2.381
1086.27	2.374
1086.32	2.37
1086.37	2.362
1086.42	2.346
1086.47	2.323
1086.52	2.303
1086.57	2.287
1086.62	2.274
1086.67	2.264
1086.72	2.259
1086.77	2.258
1086.82	2.267
1086.87	2.275
1086.92	2.27
1086.97	2.272
1087.02	2.279
1087.07	2.285
1087.12	2.294
1087.17	2.291
1087.22	2.288
1087.27	2.277
1087.32	2.27
1087.37	2.252
1087.42	2.239
1087.47	2.22
1087.52	2.212
1087.57	2.21
1087.62	2.227
1087.67	2.248
1087.72	2.277
1087.77	2.303
1087.82	2.33
1087.87	2.346
1087.92	2.354
1087.97	2.359
1088.02	2.368
1088.07	2.378
1088.12	2.363
1088.17	2.351
1088.22	2.33
1088.27	2.325
1088.32	2.3
1088.37	2.291
1088.42	2.276
1088.47	2.264
1088.52	2.229
1088.57	2.195
1088.62	2.171
1088.67	2.164
1088.72	2.169
1088.77	2.174
1088.82	2.203
1088.87	2.24
1088.92	2.256
1088.97	2.263
1089.02	2.255
1089.07	2.25
1089.12	2.248
1089.17	2.241
1089.22	2.24
1089.27	2.261
1089.32	2.273
1089.37	2.289
1089.42	2.307
1089.47	2.321
1089.52	2.334
1089.57	2.346
1089.62	2.36
1089.67	2.375
1089.72	2.378
1089.77	2.369
1089.82	2.362
1089.87	2.356
1089.92	2.357
1089.97	2.367
1090.02	2.37
1090.07	2.373
1090.12	2.373
1090.17	2.368
1090.22	2.368
1090.27	2.364
1090.32	2.363
1090.37	2.363
1090.42	2.376
1090.47	2.39
1090.52	2.396
1090.57	2.374
1090.62	2.343
1090.67	2.309
1090.72	2.304
1090.77	2.29
1090.82	2.281
1090.87	2.273
1090.92	2.269
1090.97	2.266
1091.02	2.257
1091.07	2.25
1091.12	2.235
1091.17	2.22
1091.22	2.205
1091.27	2.209
1091.32	2.221
1091.37	2.232
1091.42	2.239
1091.47	2.245
1091.52	2.245
1091.57	2.245
1091.62	2.232
1091.67	2.203
1091.72	2.172
1091.77	2.152
1091.82	2.148
1091.87	2.156
1091.92	2.157
1091.97	2.15
1092.02	2.128
1092.07	2.106
1092.12	2.088
1092.17	2.077
1092.22	2.076
1092.27	2.085
1092.32	2.092
1092.37	2.099
1092.42	2.101
1092.47	2.103
1092.52	2.114
1092.57	2.131
1092.62	2.154
1092.67	2.169
1092.72	2.173
1092.77	2.176
1092.82	2.188
1092.87	2.208
1092.92	2.227
1092.97	2.238
1093.02	2.233
1093.07	2.223
1093.12	2.221
1093.17	2.228
1093.22	2.259
1093.27	2.294
1093.32	2.323
1093.37	2.34
1093.42	2.349
1093.47	2.352
1093.52	2.357
1093.57	2.356
1093.62	2.351
1093.67	2.347
1093.72	2.345
1093.77	2.341
1093.82	2.342
1093.87	2.332
1093.92	2.321
1093.97	2.312
1094.02	2.296
1094.07	2.282
1094.12	2.255
1094.17	2.214
1094.22	2.183
1094.27	2.161
1094.32	2.157
1094.37	2.164
1094.42	2.177
1094.47	2.171
1094.52	2.182
1094.57	2.198
1094.62	2.217
1094.67	2.232
1094.72	2.235
1094.77	2.232
1094.82	2.225
1094.87	2.219
1094.92	2.219
1094.97	2.22
1095.02	2.225
1095.07	2.229
1095.12	2.235
1095.17	2.242
1095.22	2.256
1095.27	2.274
1095.32	2.298
1095.37	2.313
1095.42	2.319
1095.47	2.323
1095.52	2.324
1095.57	2.307
1095.62	2.31
1095.67	2.314
1095.72	2.314
1095.77	2.318
1095.82	2.315
1095.87	2.309
1095.92	2.319
1095.97	2.314
1096.02	2.314
1096.07	2.298
1096.12	2.296
1096.17	2.298
1096.22	2.295
1096.27	2.303
1096.32	2.302
1096.37	2.285
1096.42	2.249
1096.47	2.235
1096.52	2.216
1096.57	2.218
1096.62	2.237
1096.67	2.26
1096.72	2.278
1096.77	2.296
1096.82	2.31
1096.87	2.328
1096.92	2.343
1096.97	2.347
1097.02	2.334
1097.07	2.314
1097.12	2.295
1097.17	2.278
1097.22	2.263
1097.27	2.245
1097.32	2.222
1097.37	2.188
1097.42	2.158
1097.47	2.134
1097.52	2.121
1097.57	2.117
1097.62	2.117
1097.67	2.128
1097.72	2.145
1097.77	2.171
1097.82	2.199
1097.87	2.215
1097.92	2.214
1097.97	2.177
1098.02	2.176
1098.07	2.186
1098.12	2.19
1098.17	2.187
1098.22	2.237
1098.27	2.264
1098.32	2.28
1098.37	2.28
1098.42	2.279
1098.47	2.278
1098.52	2.282
1098.57	2.296
1098.62	2.308
1098.67	2.321
1098.72	2.326
1098.77	2.326
1098.82	2.33
1098.87	2.337
1098.92	2.341
1098.97	2.342
1099.02	2.34
1099.07	2.337
1099.12	2.34
1099.17	2.323
1099.22	2.322
1099.27	2.327
1099.32	2.326
1099.37	2.323
1099.42	2.321
1099.47	2.317
1099.52	2.319
1099.57	2.317
1099.62	2.312
1099.67	2.303
1099.72	2.286
1099.77	2.268
1099.82	2.243
1099.87	2.262
1099.92	2.236
1099.97	2.185
1100.02	2.136
1100.07	2.111
1100.12	2.082
1100.17	2.055
1100.22	2.042
1100.27	2.03
1100.32	2.042
1100.37	2.075
1100.42	2.102
1100.47	2.122
1100.52	2.132
1100.57	2.145
1100.62	2.154
1100.67	2.165
1100.72	2.178
1100.77	2.2
1100.82	2.225
1100.87	2.25
1100.92	2.275
1100.97	2.279
1101.02	2.294
1101.07	2.298
1101.12	2.294
1101.17	2.281
1101.22	2.269
1101.27	2.269
1101.32	2.253
1101.37	2.24
1101.42	2.229
1101.47	2.231
1101.52	2.23
1101.57	2.235
1101.62	2.239
1101.67	2.254
1101.72	2.266
1101.77	2.272
1101.82	2.259
1101.87	2.255
1101.92	2.241
1101.97	2.24
1102.02	2.216
1102.07	2.196
1102.12	2.189
1102.17	2.197
1102.22	2.223
1102.27	2.252
1102.32	2.266
1102.37	2.274
1102.42	2.265
1102.47	2.25
1102.52	2.229
1102.57	2.208
1102.62	2.193
1102.67	2.182
1102.72	2.172
1102.77	2.163
1102.82	2.163
1102.87	2.167
1102.92	2.177
1102.97	2.189
1103.02	2.212
1103.07	2.23
1103.12	2.248
1103.17	2.269
1103.22	2.287
1103.27	2.286
1103.32	2.301
1103.37	2.307
1103.42	2.328
1103.47	2.329
1103.52	2.333
1103.57	2.341
1103.62	2.347
1103.67	2.35
1103.72	2.354
1103.77	2.356
1103.82	2.343
1103.87	2.327
1103.92	2.303
1103.97	2.288
1104.02	2.282
1104.07	2.286
1104.12	2.298
1104.17	2.312
1104.22	2.311
1104.27	2.315
1104.32	2.314
1104.37	2.305
1104.42	2.309
1104.47	2.304
1104.52	2.301
1104.57	2.289
1104.62	2.288
1104.67	2.275
1104.72	2.267
1104.77	2.242
1104.82	2.222
1104.87	2.204
1104.92	2.19
1104.97	2.181
1105.02	2.179
1105.07	2.183
1105.12	2.185
1105.17	2.188
1105.22	2.198
1105.27	2.219
1105.32	2.249
1105.37	2.276
1105.42	2.326
1105.47	2.369
1105.52	2.379
1105.57	2.375
1105.62	2.377
1105.67	2.367
1105.72	2.362
1105.77	2.352
1105.82	2.356
1105.87	2.351
1105.92	2.335
1105.97	2.346
1106.02	2.342
1106.07	2.34
1106.12	2.335
1106.17	2.327
1106.22	2.32
1106.27	2.316
1106.32	2.315
1106.37	2.316
1106.42	2.319
1106.47	2.32
1106.52	2.32
1106.57	2.317
1106.62	2.309
1106.67	2.308
1106.72	2.299
1106.77	2.299
1106.82	2.297
1106.87	2.318
1106.92	2.339
1106.97	2.34
1107.02	2.342
1107.07	2.323
1107.12	2.297
1107.17	2.278
1107.22	2.263
1107.27	2.253
1107.32	2.239
1107.37	2.211
1107.42	2.211
1107.47	2.193
1107.52	2.179
1107.57	2.178
1107.62	2.18
1107.67	2.187
1107.72	2.204
1107.77	2.233
1107.82	2.263
1107.87	2.289
1107.92	2.306
1107.97	2.306
1108.02	2.299
1108.07	2.298
1108.12	2.3
1108.17	2.31
1108.22	2.317
1108.27	2.31
1108.32	2.303
1108.37	2.299
1108.42	2.316
1108.47	2.334
1108.52	2.354
1108.57	2.363
1108.62	2.383
1108.67	2.405
1108.72	2.412
1108.77	2.412
1108.82	2.418
1108.87	2.401
1108.92	2.395
1108.97	2.392
1109.02	2.397
1109.07	2.398
1109.12	2.394
1109.17	2.375
1109.22	2.373
1109.27	2.384
1109.32	2.401
1109.37	2.421
1109.42	2.439
1109.47	2.444
1109.52	2.455
1109.57	2.452
1109.62	2.446
1109.67	2.417
1109.72	2.389
1109.77	2.364
1109.82	2.356
1109.87	2.339
1109.92	2.322
1109.97	2.31
1110.02	2.305
1110.07	2.308
1110.12	2.321
1110.17	2.343
1110.22	2.361
1110.27	2.375
1110.32	2.379
1110.37	2.378
1110.42	2.368
1110.47	2.346
1110.52	2.319
1110.57	2.291
1110.62	2.27
1110.67	2.257
1110.72	2.258
1110.77	2.262
1110.82	2.266
1110.87	2.277
1110.92	2.29
1110.97	2.313
1111.02	2.344
1111.07	2.367
1111.12	2.394
1111.17	2.404
1111.22	2.417
1111.27	2.424
1111.32	2.43
1111.37	2.44
1111.42	2.446
1111.47	2.446
1111.52	2.429
1111.57	2.404
1111.62	2.374
1111.67	2.355
1111.72	2.347
1111.77	2.354
1111.82	2.364
1111.87	2.369
1111.92	2.366
1111.97	2.36
1112.02	2.353
1112.07	2.345
1112.12	2.336
1112.17	2.337
1112.22	2.339
1112.27	2.345
1112.32	2.358
1112.37	2.366
1112.42	2.372
1112.47	2.367
1112.52	2.35
1112.57	2.328
1112.62	2.307
1112.67	2.29
1112.72	2.273
1112.77	2.257
1112.82	2.242
1112.87	2.229
1112.92	2.219
1112.97	2.219
1113.02	2.221
1113.07	2.227
1113.12	2.239
1113.17	2.252
1113.22	2.259
1113.27	2.248
1113.32	2.251
1113.37	2.242
1113.42	2.251
1113.47	2.241
1113.52	2.227
1113.57	2.212
1113.62	2.201
1113.67	2.202
1113.72	2.217
1113.77	2.237
1113.82	2.25
1113.87	2.262
1113.92	2.264
1113.97	2.264
1114.02	2.258
1114.07	2.253
1114.12	2.246
1114.17	2.253
1114.22	2.258
1114.27	2.278
1114.32	2.299
1114.37	2.313
1114.42	2.322
1114.47	2.321
1114.52	2.322
1114.57	2.327
1114.62	2.337
1114.67	2.348
1114.72	2.353
1114.77	2.355
1114.82	2.355
1114.87	2.361
1114.92	2.377
1114.97	2.383
1115.02	2.385
1115.07	2.381
1115.12	2.371
1115.17	2.358
1115.22	2.34
1115.27	2.329
1115.32	2.318
1115.37	2.309
1115.42	2.297
1115.47	2.282
1115.52	2.258
1115.57	2.241
1115.62	2.229
1115.67	2.217
1115.72	2.208
1115.77	2.21
1115.82	2.226
1115.87	2.249
1115.92	2.27
1115.97	2.269
1116.02	2.276
1116.07	2.29
1116.12	2.29
1116.17	2.286
1116.22	2.28
